exception_id,created_at,portfolio_id,instrument_type,counterparty,exception_type,exception_description,amount_difference,currency,severity,status,owner_team,due_at,resolved_at,root_cause
EXC-000878,2026-08-06 05:42:00,PORT-1092,Derivative,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,11942.53,EUR,Critical,Escalated,Trade Support,2026-08-06 11:42:00,,Counterparty confirmation delay
EXC-000879,2026-08-06 15:48:00,PORT-1061,Derivative,Northstar Clearing,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,11495.53,USD,Critical,In Progress,Client Reporting,2026-08-06 21:48:00,,Upstream data delivery delay
EXC-000880,2026-08-02 05:18:00,PORT-1024,Fixed Income,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,25906.05,GBP,Medium,In Progress,Fund Accounting,2026-08-03 17:18:00,,Ledger posting difference
EXC-000881,2026-08-04 21:20:00,PORT-1009,Derivative,Aurora Securities,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,5319.22,USD,Medium,Open,Pricing & Valuation,2026-08-06 09:20:00,,Market data variance
EXC-000882,2026-08-01 14:39:00,PORT-1074,Derivative,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,16304.12,EUR,Medium,Open,Client Reporting,2026-08-03 02:39:00,,Upstream data delivery delay
EXC-000883,2026-08-04 14:35:00,PORT-1089,Equity,Meridian Markets,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,110799.96,GBP,High,Resolved,Settlement Operations,2026-08-05 06:35:00,2026-08-05 04:37:43.094532868,Settlement instruction or funding issue
EXC-000884,2026-07-30 14:22:00,PORT-1011,ETF,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,5532.44,USD,Medium,Resolved,Pricing & Valuation,2026-08-01 02:22:00,2026-07-31 18:14:29.365985909,Market data variance
EXC-000885,2026-08-01 15:52:00,PORT-1037,Fixed Income,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,18823.79,USD,Low,Resolved,Reconciliation Operations,2026-08-04 15:52:00,2026-08-02 16:34:18.088746227,Position or cash mismatch
EXC-000886,2026-08-09 03:56:00,PORT-1084,FX,Northstar Clearing,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,14444.72,GBP,Medium,Open,Pricing & Valuation,2026-08-10 15:56:00,,Market data variance
EXC-000887,2026-07-30 11:05:00,PORT-1025,Equity,Cedar Exchange,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,220914.55,USD,Medium,Open,Pricing & Valuation,2026-07-31 23:05:00,,Market data variance
EXC-000888,2026-07-30 19:48:00,PORT-1018,FX,Aurora Securities,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,15294.46,USD,Medium,In Progress,Reconciliation Operations,2026-08-01 07:48:00,,Position or cash mismatch
EXC-000889,2026-08-08 21:32:00,PORT-1039,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,16255.69,USD,Low,In Progress,Reconciliation Operations,2026-08-11 21:32:00,,Manual processing error
EXC-000890,2026-08-05 10:37:00,PORT-1039,ETF,Summit Custody,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,9115.18,JPY,High,Resolved,Client Reporting,2026-08-06 02:37:00,2026-08-06 09:58:42.503816181,Upstream data delivery delay
EXC-000891,2026-07-30 16:17:00,PORT-1048,Cash,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,27167.8,USD,Medium,Resolved,Trade Support,2026-08-01 04:17:00,2026-07-30 23:37:22.585542438,Counterparty confirmation delay
EXC-000892,2026-07-31 22:59:00,PORT-1095,Fixed Income,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,35727.48,USD,Critical,Resolved,Settlement Operations,2026-08-01 04:59:00,2026-08-01 01:54:08.032348083,Settlement instruction or funding issue
EXC-000893,2026-08-04 15:30:00,PORT-1096,Derivative,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,10613.58,JPY,Medium,Resolved,Trade Support,2026-08-06 03:30:00,2026-08-06 06:03:02.494611004,Counterparty confirmation delay
EXC-000894,2026-08-03 22:12:00,PORT-1057,Cash,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,75974.95,USD,Medium,In Progress,Reconciliation Operations,2026-08-05 10:12:00,,Position or cash mismatch
EXC-000895,2026-08-09 00:35:00,PORT-1008,Derivative,Summit Custody,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,35761.13,USD,High,Resolved,Compliance Operations,2026-08-09 16:35:00,2026-08-09 19:41:45.389655697,Policy threshold review
EXC-000896,2026-08-03 16:57:00,PORT-1026,Equity,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,65807.84,USD,Critical,Escalated,Settlement Operations,2026-08-03 22:57:00,,Settlement instruction or funding issue
EXC-000897,2026-08-02 16:55:00,PORT-1018,Derivative,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,19062.11,USD,Low,Escalated,Trade Support,2026-08-05 16:55:00,,Counterparty confirmation delay
EXC-000898,2026-08-05 18:11:00,PORT-1001,Equity,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,34729.46,USD,High,In Progress,Trade Support,2026-08-06 10:11:00,,Counterparty confirmation delay
EXC-000899,2026-08-06 06:31:00,PORT-1038,Fixed Income,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,21509.47,EUR,High,Resolved,Reconciliation Operations,2026-08-06 22:31:00,2026-08-07 04:02:56.326625661,Position or cash mismatch
EXC-000900,2026-08-01 01:55:00,PORT-1001,Derivative,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,124313.97,USD,High,In Progress,Fund Accounting,2026-08-01 17:55:00,,Ledger posting difference
EXC-000901,2026-08-04 20:52:00,PORT-1057,FX,Summit Custody,Pricing Discrepancy,Synthetic valuation check found a price difference against an independent source.,30396.34,EUR,Medium,Resolved,Pricing & Valuation,2026-08-06 08:52:00,2026-08-05 23:47:07.841585904,Market data variance
EXC-000902,2026-08-06 16:59:00,PORT-1027,ETF,Aurora Securities,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,27151.61,USD,Medium,Escalated,Trade Support,2026-08-08 04:59:00,,Counterparty confirmation delay
EXC-000903,2026-08-05 15:21:00,PORT-1072,Fixed Income,Harbor Trade Services,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,16628.04,USD,Low,Escalated,Reconciliation Operations,2026-08-08 15:21:00,,Position or cash mismatch
EXC-000904,2026-08-04 09:40:00,PORT-1052,Derivative,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,15650.19,USD,Critical,Open,Fund Accounting,2026-08-04 15:40:00,,Data mapping variance
EXC-000905,2026-08-06 18:07:00,PORT-1094,FX,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,34530.84,USD,Critical,Open,Settlement Operations,2026-08-07 00:07:00,,Manual processing error
EXC-000906,2026-08-03 18:12:00,PORT-1048,Fixed Income,Meridian Markets,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,63612.6,EUR,Medium,Resolved,Client Reporting,2026-08-05 06:12:00,2026-08-04 17:37:06.398299953,Upstream data delivery delay
EXC-000907,2026-07-31 17:40:00,PORT-1016,Derivative,Summit Custody,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,13111.09,USD,Medium,Resolved,Fund Accounting,2026-08-02 05:40:00,2026-08-01 13:52:48.323222632,Ledger posting difference
EXC-000908,2026-08-01 22:15:00,PORT-1091,Equity,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,30727.34,USD,Low,Escalated,Reconciliation Operations,2026-08-04 22:15:00,,Data mapping variance
EXC-000909,2026-08-07 00:46:00,PORT-1031,Equity,Meridian Markets,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,32642.75,USD,Low,In Progress,Trade Support,2026-08-10 00:46:00,,Counterparty confirmation delay
EXC-000910,2026-08-04 14:58:00,PORT-1075,FX,Cedar Exchange,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,39194.11,GBP,Medium,Resolved,Trade Support,2026-08-06 02:58:00,2026-08-06 02:34:38.356138660,Counterparty confirmation delay
EXC-000911,2026-08-03 21:39:00,PORT-1077,Cash,Harbor Trade Services,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,4478.88,USD,Medium,Resolved,Compliance Operations,2026-08-05 09:39:00,2026-08-04 21:10:22.258855943,Data mapping variance
EXC-000912,2026-08-02 13:23:00,PORT-1091,Equity,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,10188.66,GBP,High,Open,Reference Data Operations,2026-08-03 05:23:00,,Security master attribute gap
EXC-000913,2026-08-01 18:40:00,PORT-1063,Equity,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,6411.59,USD,High,Open,Settlement Operations,2026-08-02 10:40:00,,Settlement instruction or funding issue
EXC-000914,2026-08-04 12:13:00,PORT-1051,Equity,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,27848.34,USD,Medium,Resolved,Settlement Operations,2026-08-06 00:13:00,2026-08-05 10:36:29.150795149,Settlement instruction or funding issue
EXC-000915,2026-08-06 04:34:00,PORT-1038,Derivative,Harbor Trade Services,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,10446.04,EUR,High,Open,Settlement Operations,2026-08-06 20:34:00,,Settlement instruction or funding issue
EXC-000916,2026-08-02 18:05:00,PORT-1044,Equity,Aurora Securities,Failed Settlement,Synthetic settlement instruction did not complete by the expected cycle.,15977.66,USD,Low,Resolved,Settlement Operations,2026-08-05 18:05:00,2026-08-03 04:35:02.507091995,Data mapping variance
EXC-000917,2026-08-08 02:26:00,PORT-1077,Fixed Income,Northstar Clearing,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,7677.16,USD,High,Resolved,Reconciliation Operations,2026-08-08 18:26:00,2026-08-09 03:34:05.191350066,Data mapping variance
EXC-000918,2026-08-02 14:57:00,PORT-1056,Cash,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,17616.68,JPY,High,In Progress,Reconciliation Operations,2026-08-03 06:57:00,,Position or cash mismatch
EXC-000919,2026-07-31 09:23:00,PORT-1005,Equity,Summit Custody,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,8264.22,USD,Medium,In Progress,Trade Support,2026-08-01 21:23:00,,Counterparty confirmation delay
EXC-000920,2026-08-02 06:10:00,PORT-1037,ETF,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,59623.43,USD,Low,Escalated,Fund Accounting,2026-08-05 06:10:00,,Ledger posting difference
EXC-000921,2026-08-04 23:43:00,PORT-1090,ETF,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,44497.55,USD,Low,Resolved,Reconciliation Operations,2026-08-07 23:43:00,2026-08-05 15:01:54.223035662,Position or cash mismatch
EXC-000922,2026-08-01 02:53:00,PORT-1021,Derivative,Aurora Securities,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,31499.93,USD,Low,Resolved,Reference Data Operations,2026-08-04 02:53:00,2026-08-02 17:21:45.143245679,Security master attribute gap
EXC-000923,2026-08-04 00:44:00,PORT-1047,Fixed Income,Cedar Exchange,Reporting Delay,Synthetic reporting package is delayed because an upstream input is incomplete.,19593.65,GBP,Medium,Resolved,Client Reporting,2026-08-05 12:44:00,2026-08-06 07:48:18.455066131,Upstream data delivery delay
EXC-000924,2026-08-03 22:34:00,PORT-1082,Fixed Income,Cedar Exchange,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,3166.65,USD,Low,Resolved,Fund Accounting,2026-08-06 22:34:00,2026-08-07 16:12:45.445884359,Ledger posting difference
EXC-000925,2026-07-31 19:58:00,PORT-1029,Equity,Cedar Exchange,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,16628.66,JPY,High,Escalated,Reconciliation Operations,2026-08-01 11:58:00,,Position or cash mismatch
EXC-000926,2026-08-07 09:54:00,PORT-1067,Derivative,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,12094.07,EUR,Low,Resolved,Trade Support,2026-08-10 09:54:00,2026-08-10 10:13:40.370985438,Counterparty confirmation delay
EXC-000927,2026-08-01 13:23:00,PORT-1077,Derivative,Summit Custody,Reconciliation Break,Cash and position reconciliation identified a synthetic variance requiring investigation.,34878.92,JPY,Low,Resolved,Reconciliation Operations,2026-08-04 13:23:00,2026-08-04 22:49:06.938439368,Position or cash mismatch
EXC-000928,2026-08-02 13:09:00,PORT-1032,Equity,Meridian Markets,Reference Data Issue,Synthetic reference-data record has a missing or inconsistent attribute.,51569.85,GBP,Medium,In Progress,Reference Data Operations,2026-08-04 01:09:00,,Security master attribute gap
EXC-000929,2026-08-04 01:43:00,PORT-1088,Fixed Income,Harbor Trade Services,Accounting Difference,Synthetic accounting control detected a ledger variance requiring review.,37830.25,JPY,Low,In Progress,Fund Accounting,2026-08-07 01:43:00,,Ledger posting difference
EXC-000930,2026-08-08 14:23:00,PORT-1044,Derivative,Northstar Clearing,Compliance Review,Synthetic control threshold requires documented analyst review before closure.,101335.31,EUR,Critical,Resolved,Compliance Operations,2026-08-08 20:23:00,2026-08-08 15:59:39.640625357,Policy threshold review
EXC-000931,2026-08-01 17:05:00,PORT-1030,Equity,Northstar Clearing,Missing Trade Confirmation,Synthetic trade record is awaiting a counterparty confirmation within the control window.,14813.14,USD,Medium,In Progress,Trade Support,2026-08-03 05:05:00,,Counterparty confirmation delay
