ticket_id,created_at,business_unit,process_area,issue_description,issue_category,priority,status,assigned_team,sla_hours,resolution_hours,manually_estimated_minutes,ai_estimated_minutes,human_review_decision
OPS-00125,2025-07-16 02:02:14,Accounting Operations,Reconciliation,Unresolved reconciliation break in security identifier requires source-system comparison for fund RIVER.,Failed Reconciliation,High,Escalated,Reconciliation Team,24,,42,24,Accepted
OPS-00599,2025-07-16 07:32:04,Accounting Operations,Reconciliation,Reconciliation data mismatch detected between pricing feed and control file for fund RIVER.,Data Mismatch,Low,Resolved,Reconciliation Team,72,48.1,8,4,Accepted
OPS-00194,2025-07-16 14:26:04,Risk Operations,Trade Settlement,"Confirmation status remains pending for portfolio ALPHA, delaying the settlement workflow.",Late Confirmation,High,Escalated,Settlement Operations Team,24,,34,15,Accepted
OPS-00694,2025-07-16 15:25:07,Investment Operations,Trade Settlement,Analyst identified incomplete reference data information in the trade settlement queue for fund ORION.,Missing Data,Critical,Escalated,Settlement Operations Team,8,11.0,38,19,Pending
OPS-00101,2025-07-16 17:07:47,Client Reporting,Client Request,Analyst identified incomplete benchmark information in the client request queue for mandate NOVA.,Missing Data,High,Resolved,Client Service Team,24,7.6,30,16,Accepted
OPS-00434,2025-07-16 19:51:30,Data Operations,Reconciliation,NAV reconciliation difference detected between source data and the accounting report for portfolio ALPHA.,Failed Reconciliation,Medium,Escalated,Reconciliation Team,52,,30,15,Pending
OPS-00268,2025-07-17 00:34:37,Client Reporting,Client Request,Report delivery is at risk after a late upstream data refresh for fund ORION.,Report Delay,Medium,Resolved,Client Service Team,48,85.1,12,5,Adjusted
OPS-00351,2025-07-17 03:38:36,Client Reporting,Reporting,Client reporting package for fund ORION is delayed due to missing benchmark data.,Report Delay,High,In Review,Client Reporting Team,24,,25,12,Accepted
OPS-00840,2025-07-17 04:05:56,Client Reporting,Client Request,Client Request workflow is waiting for missing valuation data for portfolio ALPHA.,Missing Data,Low,Resolved,Client Service Team,68,91.9,14,6,Accepted
OPS-01103,2025-07-17 07:14:37,Accounting Operations,Accounting Exception,account S-204 has inconsistent benchmark information requiring comparison across input files.,Data Mismatch,High,In Review,Accounting Control Team,28,,29,16,Pending
OPS-01124,2025-07-17 07:29:23,Accounting Operations,Accounting Exception,Accounting Exception workflow is waiting for missing reference data data for mandate NOVA.,Missing Data,Medium,In Review,Accounting Control Team,48,,19,11,Adjusted
OPS-01219,2025-07-17 17:58:05,Investment Operations,Client Request,"Required security identifier was not received for account S-204, blocking client request processing.",Missing Data,Medium,Resolved,Client Service Team,44,35.5,22,8,Accepted
OPS-00830,2025-07-17 21:47:12,Risk Operations,Accounting Exception,Accounting Exception workflow is waiting for missing counterparty confirmation data for fund RIVER.,Missing Data,Medium,Resolved,Accounting Control Team,48,80.2,24,11,Accepted
OPS-00388,2025-07-18 08:27:33,Investment Operations,Pricing Issue,Pricing review is required for fund RIVER after a tolerance breach in the valuation feed.,Pricing Discrepancy,High,In Review,Pricing Control Team,20,,39,15,Pending
OPS-00634,2025-07-18 11:46:06,Client Reporting,Client Request,Validation found a discrepancy in account balance values between source records and the operational report for mandate NOVA.,Data Mismatch,Low,Open,Client Service Team,72,,14,6,Pending
OPS-00244,2025-07-18 12:33:05,Investment Operations,Accounting Exception,Exception workflow needs a reviewed override for portfolio HORIZON before processing can continue.,Manual Override,High,Resolved,Accounting Control Team,24,12.2,33,18,Accepted
OPS-00092,2025-07-18 17:36:04,Client Reporting,Client Request,Scheduled client request output has not completed because account balance is still pending for portfolio HORIZON.,Report Delay,High,In Review,Client Service Team,28,,36,16,Accepted
OPS-00645,2025-07-18 23:45:53,Data Operations,Pricing Issue,Analyst identified incomplete reference data information in the pricing issue queue for account S-204.,Missing Data,Medium,Resolved,Pricing Control Team,48,85.6,23,11,Adjusted
OPS-00882,2025-07-19 09:03:19,Client Reporting,Client Request,Exception workflow needs a reviewed override for portfolio HORIZON before processing can continue.,Manual Override,Low,Resolved,Client Service Team,72,43.2,9,4,Adjusted
OPS-00654,2025-07-20 02:53:04,Investment Operations,Trade Settlement,Trade settlement is delayed because counterparty confirmation for account S-204 has not arrived.,Late Confirmation,High,In Review,Settlement Operations Team,24,,37,20,Adjusted
OPS-00044,2025-07-20 10:30:17,Compliance Operations,Compliance Review,Exception workflow needs a reviewed override for fund RIVER before processing can continue.,Manual Override,Medium,Resolved,Compliance Review Team,48,33.0,30,14,Adjusted
OPS-01172,2025-07-20 22:10:15,Investment Operations,Compliance Review,"Required valuation was not received for portfolio ALPHA, blocking compliance review processing.",Missing Data,Medium,In Review,Compliance Review Team,48,,12,6,Pending
OPS-00491,2025-07-20 22:17:50,Investment Operations,Pricing Issue,Analyst identified incomplete counterparty confirmation information in the pricing issue queue for portfolio ALPHA.,Missing Data,Medium,Resolved,Pricing Control Team,52,38.0,23,9,Adjusted
OPS-00378,2025-07-20 22:40:09,Investment Operations,Data Quality,Validation found a discrepancy in account balance values between source records and the operational report for account S-204.,Data Mismatch,High,Open,Data Quality Team,20,,28,13,Accepted
OPS-00701,2025-07-21 20:14:14,Client Reporting,Client Request,Analyst identified incomplete reference data information in the client request queue for fund ORION.,Missing Data,Medium,Resolved,Client Service Team,48,19.5,18,9,Accepted
OPS-00508,2025-07-21 22:58:53,Client Reporting,Client Request,Analyst requested an approved manual adjustment to benchmark for mandate NOVA.,Manual Override,Medium,In Review,Client Service Team,48,,17,10,Pending
OPS-00180,2025-07-22 00:06:52,Data Operations,Data Quality,Analyst identified incomplete benchmark information in the data quality queue for portfolio HORIZON.,Missing Data,High,Resolved,Data Quality Team,24,47.9,25,8,Accepted
OPS-00699,2025-07-22 03:27:20,Data Operations,Pricing Issue,Pricing Issue data mismatch detected between source system and accounting report for account S-204.,Data Mismatch,Medium,Resolved,Pricing Control Team,48,89.2,10,4,Accepted
OPS-00280,2025-07-22 14:13:45,Accounting Operations,Reporting,Reporting workflow is waiting for missing account balance data for account S-204.,Missing Data,Low,Escalated,Client Reporting Team,68,,8,4,Accepted
OPS-00008,2025-07-23 07:36:05,Accounting Operations,Reconciliation,Reconciliation failed after a difference was detected between source system and accounting report for portfolio ALPHA.,Failed Reconciliation,Medium,Resolved,Reconciliation Team,44,31.5,25,14,Accepted
OPS-00221,2025-07-23 12:25:53,Data Operations,Trade Settlement,"Required benchmark was not received for portfolio HORIZON, blocking trade settlement processing.",Missing Data,Critical,Open,Settlement Operations Team,8,,45,26,Accepted
OPS-00925,2025-07-24 02:09:28,Investment Operations,Pricing Issue,portfolio ALPHA has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,Critical,Open,Pricing Control Team,8,,50,21,Rejected
OPS-00232,2025-07-24 05:48:00,Data Operations,Reporting,Client reporting package for mandate NOVA is delayed due to missing benchmark data.,Report Delay,Low,Resolved,Client Reporting Team,76,55.6,12,5,Adjusted
OPS-00792,2025-07-24 17:39:18,Client Reporting,Client Request,Exception workflow needs a reviewed override for fund RIVER before processing can continue.,Manual Override,Medium,Resolved,Client Service Team,48,38.5,14,6,Accepted
OPS-01182,2025-07-24 18:01:03,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between pricing feed and control file for mandate NOVA.,Data Mismatch,High,Resolved,Pricing Control Team,24,8.5,30,14,Adjusted
OPS-01135,2025-07-24 23:23:50,Investment Operations,Pricing Issue,Independent price verification found an unusual account balance variance for portfolio ALPHA.,Pricing Discrepancy,Critical,Escalated,Pricing Control Team,12,,54,20,Accepted
OPS-00878,2025-07-25 08:47:43,Compliance Operations,Compliance Review,Analyst identified incomplete counterparty confirmation information in the compliance review queue for fund RIVER.,Missing Data,Medium,Resolved,Compliance Review Team,48,12.1,25,11,Accepted
OPS-00392,2025-07-25 16:28:51,Investment Operations,Accounting Exception,fund ORION has inconsistent valuation information requiring comparison across input files.,Data Mismatch,Critical,In Review,Accounting Control Team,8,,43,24,Pending
OPS-01205,2025-07-25 17:51:44,Investment Operations,Pricing Issue,Pricing discrepancy detected for account S-204 between source system and accounting report.,Pricing Discrepancy,Medium,Open,Pricing Control Team,48,,32,17,Pending
OPS-00327,2025-07-25 21:16:08,Risk Operations,Compliance Review,Validation found a discrepancy in counterparty confirmation values between source records and the operational report for fund ORION.,Data Mismatch,Medium,Open,Compliance Review Team,52,,19,9,Pending
OPS-00345,2025-07-26 06:41:50,Accounting Operations,Accounting Exception,Accounting Exception data mismatch detected between pricing feed and control file for portfolio HORIZON.,Data Mismatch,Critical,Open,Accounting Control Team,8,,48,19,Pending
OPS-01005,2025-07-26 09:07:53,Accounting Operations,Reconciliation,Reconciliation failed after a difference was detected between trade feed and custodian record for fund RIVER.,Failed Reconciliation,High,Resolved,Reconciliation Team,24,9.0,45,19,Rejected
OPS-00201,2025-07-27 05:27:05,Investment Operations,Reconciliation,Unresolved reconciliation break in reference data requires source-system comparison for fund ORION.,Failed Reconciliation,Critical,In Review,Reconciliation Team,8,,46,17,Pending
OPS-00006,2025-07-27 14:10:22,Investment Operations,Client Request,Scheduled client request output has not completed because reference data is still pending for mandate NOVA.,Report Delay,High,In Review,Client Service Team,24,,29,10,Accepted
OPS-00641,2025-07-28 22:29:42,Compliance Operations,Compliance Review,Compliance Review workflow is waiting for missing reference data data for portfolio HORIZON.,Missing Data,High,Resolved,Compliance Review Team,20,40.0,37,12,Accepted
OPS-00817,2025-07-29 10:03:21,Investment Operations,Pricing Issue,Pricing Issue data mismatch detected between trade feed and custodian record for mandate NOVA.,Data Mismatch,Medium,Open,Pricing Control Team,52,,18,6,Adjusted
OPS-00969,2025-07-29 14:25:07,Client Reporting,Data Quality,Data Quality data mismatch detected between trade feed and custodian record for fund RIVER.,Data Mismatch,Critical,Escalated,Data Quality Team,8,,42,17,Adjusted
OPS-00915,2025-07-29 14:37:56,Accounting Operations,Reconciliation,"Required account balance was not received for portfolio HORIZON, blocking reconciliation processing.",Missing Data,High,Escalated,Reconciliation Team,20,,31,11,Pending
OPS-00728,2025-07-29 17:02:11,Investment Operations,Reconciliation,Unresolved reconciliation break in security identifier requires source-system comparison for account S-204.,Failed Reconciliation,High,In Review,Reconciliation Team,24,,35,11,Pending
OPS-01200,2025-07-30 17:33:57,Accounting Operations,Reconciliation,Unresolved reconciliation break in security identifier requires source-system comparison for fund RIVER.,Failed Reconciliation,Medium,Resolved,Reconciliation Team,48,34.8,22,7,Adjusted
OPS-00993,2025-07-31 08:17:09,Investment Operations,Accounting Exception,Unresolved reconciliation break in counterparty confirmation requires source-system comparison for portfolio HORIZON.,Failed Reconciliation,High,In Review,Accounting Control Team,24,,27,17,Accepted
OPS-01006,2025-07-31 11:04:33,Data Operations,Pricing Issue,Pricing Issue workflow is waiting for missing counterparty confirmation data for portfolio ALPHA.,Missing Data,Medium,Resolved,Pricing Control Team,44,41.6,16,7,Adjusted
OPS-00815,2025-07-31 11:04:34,Investment Operations,Reconciliation,portfolio ALPHA has inconsistent counterparty confirmation information requiring comparison across input files.,Data Mismatch,High,Open,Reconciliation Team,28,,30,15,Pending
